% inputNoiseStandardDeviation: 0.1
% numNoisyOutputColumns: 0
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% maxOutputVectorsPerInput: 3
% resultRows: 2000
% Number of inputs before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -8 '

@ATTRIBUTE x1	NUMERIC
@ATTRIBUTE x2	NUMERIC
@ATTRIBUTE x3	NUMERIC
@ATTRIBUTE class1	{e, f}
@ATTRIBUTE class2	{e, f}
@ATTRIBUTE class3	{e, f}
@ATTRIBUTE class4	{e, f}
@ATTRIBUTE class5	{e, f}
@ATTRIBUTE class6	{e, f}
@ATTRIBUTE class7	{e, f}
@ATTRIBUTE class8	{e, f}

@DATA
0.024559026511532772,0.6017641140145155,0.5113793398157924,e,f,e,e,e,e,e,e
0.34568614618895854,-1.5356629947220184,-1.2908095338384624,f,f,e,e,e,e,e,e
0.08519368789760956,-0.38539698047002213,1.2607482747733114,f,f,e,e,f,e,e,f
0.11532871192950749,0.7853588466519029,0.4374319901355374,e,f,e,f,e,e,e,e
-0.48830324332028197,-1.019053886669558,0.05061140355628977,f,f,f,f,e,f,e,f
-0.015382266063341882,0.8356200998506427,0.12867505779680397,e,f,e,f,e,f,e,e
-0.2254879017607245,0.8099980950086946,-1.493494378016067,f,f,e,e,e,f,f,e
0.07878055715466314,0.8293142884284083,0.46596448884736236,e,f,e,f,e,e,e,e
0.6491591553309992,-0.37647209763863526,1.0735627032308592,f,f,e,f,f,f,f,f
0.4651756305852598,-1.5491793904421454,-1.1522020635422296,f,f,f,e,f,e,f,f
1.0609356516145887,0.03503810296562822,-1.0324670299772776,f,f,f,f,f,f,e,f
-0.8959393184063283,2.2855605662567045,-0.38248127076342914,f,f,e,e,f,e,e,f
1.6083357438261259,0.4070506723927254,0.702948152343792,e,f,f,f,f,e,e,f
1.351221598348265,0.5726028611176522,0.5623628304669164,e,f,e,e,f,e,f,f
0.18969769564966316,-1.4501470292158347,-1.111166598456907,e,f,e,f,f,e,e,e
0.9952536640112698,-0.20881185932954027,1.3850995262225076,f,f,e,e,e,e,e,f
0.42575443485042386,-1.5027472687118724,-1.1836022481287014,f,f,e,f,f,e,e,e
0.48398767989812724,0.01950897927416989,0.009550132136668981,f,e,f,f,e,f,f,e
1.1759119722419704,0.07251000814970482,-0.8803825432180149,e,f,e,f,f,e,f,f
0.9323023637110321,-0.1290973983728872,1.3899401688245896,f,f,f,e,e,f,e,e
-0.8915240473387046,0.9189075546421518,-0.21495957995043516,e,f,f,f,f,f,e,e
0.7178169916599486,-0.9506168629969257,-1.5949944815326844,f,f,f,e,f,e,e,f
0.317431002742156,-1.5389851733496722,-1.2768155364592593,f,f,e,f,f,e,e,e
-0.17240743912268208,0.5411745910474303,-1.07113616656624,f,f,f,e,e,f,e,e
-0.40874411212691764,0.43887158179647945,-0.3061189814763021,e,f,e,e,e,f,e,f
1.3072167390078246,0.6901573678129442,0.5599041596107628,f,e,f,e,e,f,f,e
1.0948715288060793,0.11966468295068762,-0.7646357196569766,f,f,e,f,f,f,e,f
-0.2661489401699897,0.7220231222763946,-0.9566372806294973,f,f,f,e,f,e,e,e
0.0959726708389875,-0.39022707309262283,1.2828525249120069,f,f,f,e,f,f,e,f
-0.9696401828187672,0.8368566503724294,-0.19903111653688588,f,f,f,e,f,f,e,e
