% inputNoiseStandardDeviation: 0.1
% numNoisyOutputColumns: 0
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% maxOutputVectorsPerInput: 3
% resultRows: 2000
% Number of inputs before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -2 '

@ATTRIBUTE x1	NUMERIC
@ATTRIBUTE x2	NUMERIC
@ATTRIBUTE x3	NUMERIC
@ATTRIBUTE class1	{e, f, g, h}
@ATTRIBUTE class2	{e, f, g, h}

@DATA
1.189245547749329,0.5475381927808376,0.3662160909391622,e,f
-1.527552078883635,-1.3033057000118022,-1.4390577301410783,f,g
-0.6861053098403187,-0.902286582616832,-0.19441026549874948,e,h
-1.4821305706534282,-1.2232434157113807,-1.7095382917788706,f,g
0.618298865037095,0.306582296252994,0.5140113734347961,e,f
1.2224994345963685,-0.09160792389408035,-0.38643483586528704,e,g
-0.12277539196742948,-0.3512051727468009,0.8263645137180636,h,e
0.14561032133947793,0.45754010112965976,0.9378257945579116,f,f
1.022446221195512,-0.7675426017478237,-1.1277998679558643,g,f
-1.385217114422164,1.2412053889782053,-1.2777826989790526,f,e
-1.233493711775187,-1.0869927471209313,2.0922494477863656,f,h
-0.23604451405973986,1.1380320100399373,-1.2337554109254314,g,g
0.12009558188117034,0.10763579155684011,0.04991089850724617,g,e
-0.29811274260499626,-0.27711870589541754,0.545616216826086,g,f
-0.5024769965661311,-0.15911877498879667,0.6614945058648513,f,e
1.167404026900115,-0.7445739315800642,-1.2699930593571294,e,h
1.212660407032945,-0.7631605642845272,-1.3164693142415926,e,f
0.6740809211575141,1.79623301784289,-0.23266178812279478,f,g
-0.07664043608502105,-0.1060799740359562,1.0757987191947915,h,e
0.07150359401888726,-0.2537556991093383,0.9473812738476662,e,e
-1.676270495971518,1.414862007012718,-1.2671652765312236,g,g
-1.1539480948276584,-0.9230440124566437,1.9864952686117836,f,h
1.3458062471125083,-0.9980882102297725,-1.264424760497011,h,e
-1.266964882107978,0.7521578403872468,-0.00707854656392487,g,e
0.6700105356015992,1.5776393206535284,-0.25178397864091195,f,g
-0.17758738995924356,0.009896492196709308,-0.014646096752173144,e,h
0.3411378951690505,0.22290353302020882,-1.0958385603206713,h,g
-1.5535174230901196,1.2023537649573577,-1.119288451134033,e,f
-0.6567833849538088,-0.41237127637919724,0.6101251018217733,f,e
0.36970575094473707,-0.06210637585491652,-1.0066328615102391,e,g
0.5853669867951065,0.38386553590237454,0.4017507241792888,e,g
-1.5164674217705705,-1.2394395256211435,-1.6721129204306764,f,g
-0.11129006710522132,-0.22647258244356855,0.8591961607560397,h,e
-1.7112457091312325,1.3924786224952013,-1.1939406064029767,e,f
-1.2673132179986033,-1.211922977438587,-1.5733612345702,f,h
0.6801635050454189,0.183985215128206,0.5318137073894796,h,g
0.17084208513229995,-0.04119693780229748,0.03133781789314409,e,g
0.29293297853145905,0.26887914351345,-1.0330026990069525,h,h
-1.514868439066264,1.4701330845744893,-1.2864584989354577,g,f
-1.5512066966883002,-1.443853768723366,-1.66359719483642,f,f
-0.07328938068343344,1.060756239707791,-1.2973446346265338,g,g
0.47126807755494304,0.3179634854491055,0.501969930455036,e,g
-1.3627367801153296,-1.50569114361167,-1.6832416835389405,f,g
1.403716447410394,-0.11421389580537303,-0.18643960215579453,e,g
-1.1493180106094596,1.4406356416566997,-1.066867391488134,e,h
-1.531432896252313,0.8552179723443936,0.08169488079081111,g,h
-1.237197671904749,-1.227918573978371,0.6241921061132191,e,h
0.7858762030892547,1.6090540064677776,0.006404869698236365,f,g
0.9080335367190979,-0.5399187364959052,-1.3720648154110255,e,f
-1.1919353936489057,-1.1408763997467097,0.7293858349669531,h,h
-1.4702021716970215,0.9110711409460662,0.07030425165781307,g,e
-1.0660377436180748,-1.0866303706632736,0.6223427598320107,g,e
-0.7764086200764102,-0.27727549869680557,0.7558819117381028,f,e
0.5685722768190238,1.486933269377602,-0.12128429578503011,f,g
1.4114401978504076,-0.2191535817940594,-0.3252963389069751,e,g
-1.121864525002765,1.5921382757638536,-1.0289738233854673,h,e
-0.24088672818914314,1.006334400187022,-1.4259249759983585,g,g
-0.44589300570016516,-0.1165565995599807,0.4699163196768586,e,h
-1.698107519269588,1.525423690723537,-1.1615823281714317,e,f
0.5230126132556513,1.7153394338560275,-0.06222964248445263,f,g
1.335729638607435,-0.23831806241568354,-0.34278839986851756,e,g
1.4786149209113555,-0.144818850705204,-0.3689053509165423,e,g
1.102027218171125,-0.939444140449873,-1.2601801163720674,h,e
1.2347909423821941,-0.1473540632023841,-0.2678632855706548,e,g
-0.38156378971787314,-0.13520179940361784,0.5997399774651188,e,g
1.3309654136205227,-0.32226969359094226,-0.18113614698576225,e,g
-1.4516660317294963,-1.277883694835997,-1.5596145584299812,e,g
-1.2682579436805643,-1.4942720432612235,-1.5506847360681943,f,g
0.014096435081710653,-0.01001829635897767,-0.09084466237589406,h,h
0.03607331476658758,0.5577224052467576,0.8400320825540726,h,f
0.13758713171706086,0.6100778978188006,0.921291338096689,h,f
1.1844573340507945,-0.6315549205938908,-1.397010015278838,e,e
1.4680408348300797,-0.2909142153121613,-0.3593477105682413,e,g
0.33922076774841764,0.030119028114170332,-1.1798438111413139,e,f
0.8769591726175173,-0.4069758951445622,-1.3642147644607148,e,f
-1.2558877738287106,-1.4304429169002175,-1.4693643550028408,f,g
-0.007519501642059626,0.6320162354711221,0.8455209474421059,h,f
0.5285517611083155,1.6615675901203555,-0.14251249718204673,f,g
-1.6206301772020855,1.2496891648437636,-1.2697556361478473,e,f
-0.6864614673375222,-0.9146863548231983,-0.12746715215768634,h,f
-1.4444051947166465,-1.0381271913331116,-1.6169346694633144,f,g
-0.25392829975309067,0.913700065496991,-1.3125374298323575,g,g
1.2388357800301155,-0.7822264964925274,-1.3975814531282411,e,e
-0.4749943343731624,-0.8430368617655647,-0.09347491956322809,h,f
1.136103003501001,-0.590411898630447,-1.35087759912922,e,f
0.5987585132430486,0.279515100648678,0.6602072352521395,e,g
-0.5449052046070365,-0.16583643001405746,0.6803080736585768,f,f
-0.4954003272446358,-0.14840365487068302,0.6801016880392289,f,e
-1.27551606435101,-1.3425970065687525,0.6527563856279944,e,h
0.5712529310177804,1.6852492205160472,0.07355739673726108,h,e
0.46693898104392023,0.29830584688489653,0.5500840255974759,e,g
0.6978505907881353,1.6666911760207226,-0.27262246207334095,f,g
-1.2800608347150562,1.2534007395005902,-1.3063032870781561,e,f
0.20857804465394883,-0.0025225528908695005,-0.09021582328545688,g,h
0.8064226368550715,-0.6213922055679153,-1.394356872534754,e,f
-0.40679978876869083,-0.13149252275155748,0.6988428513001551,e,h
-1.0350728738367234,1.5543317600444566,-1.0816171837634148,h,e
1.3985107144845723,-0.3921799354058945,-0.3139082360108894,e,g
0.48664573158939034,0.37937186255099387,0.6574718098628951,e,g
0.5302166462158203,0.2811284260310555,0.37366630169294823,h,g
-0.6730474308983542,-0.34121034525242266,0.5865682852340908,f,h
1.059870911806474,-0.7629200929748636,-1.2911815711214822,h,e
0.16752494759777992,0.27950528035371336,-1.1979210945406085,e,f
-1.4585208319648666,1.2526011029882202,-0.9528487263962774,g,g
-0.27215480417922056,-0.33709074586728727,0.882970724754191,h,e
-0.3210017585562062,-0.34204193636743097,0.5915296111056415,g,f
0.10746140416265262,0.3858903930363139,0.9907996309631245,h,f
0.763560331127897,-0.5640623270766136,-1.4973450335913934,e,f
0.20090589705316975,0.1720650254769528,-1.0334190334023157,e,g
0.893814141179063,-0.6574031591177976,-1.4057524585305377,h,f
1.287984196053253,-0.24343082812986666,-0.20675198499227337,e,g
1.2380541846024113,-0.33866113424643385,-0.4596326209021008,e,h
1.3297806114575779,-0.34411896450603807,-0.294473319588977,e,g
-0.015596265027449221,0.7671934533895031,0.9102806627650653,f,f
-1.4462840823537242,1.3381553305014262,-1.2622485842764335,g,g
-0.4777364550985478,-1.0483732384027402,-0.3393277947158855,e,h
1.339895491010006,0.8558867021442391,0.15639929847987993,h,f
-1.5682159510767923,-1.3855733068143445,-1.7693269579679547,f,g
-1.2381918181609897,1.5134188967923887,-0.9419973718917408,e,e
-0.4883350415612828,-0.2685424378500893,0.9110806937084228,f,f
-0.01114933884158541,0.09103079381086726,-0.08651596086718695,e,f
-1.6098678860136595,1.3049728438619825,-1.0863792969797896,g,g
1.3747528780176803,-0.10750233251362937,-0.40443792035514425,e,g
1.171144623084109,-0.6532724618741326,-1.5349471262299903,h,e
1.0008955469219014,-0.3158851399257114,-1.3573651450849624,e,f
-0.40710180804210383,-0.27983041852622126,0.37337303609113315,g,f
-0.4886074158115994,-0.9547510350100431,-0.1613633931858861,h,f
-1.0801899881547163,-1.261364493046854,0.5945497926461331,e,e
-0.3770507221887831,1.0354719967572648,-1.0935031091567176,g,g
-1.0001264891265376,-1.2494344542052211,0.6812276338555133,e,h
-0.4969464708787373,-0.1447926893249257,0.6247558027576154,h,f
-1.555831038345392,-1.3633985703231568,-1.5680121576703194,f,g
-1.2645400688687918,-0.9164394703589261,2.0531832745820595,f,h
-0.10820843519763133,0.8957683758184882,-1.339661357303277,g,g
0.01717839244003051,-0.10101575830240317,0.06508799447544306,g,h
-0.070241300601592,0.9208071116621508,-1.2563501687555911,g,g
0.3268615518137581,0.06428135606204596,-0.9951918039203819,e,g
-1.2387489280659194,-1.2592963477525314,0.574954295491046,f,h
0.8840741073049261,-0.44881368734989313,-1.3286468818213841,e,f
0.10248219791322591,-0.05024809870289465,0.0853764515504952,e,h
-0.5556257441319294,-1.0100554552374506,-0.1427119722345749,f,h
1.1018711278377844,-0.7802142838847116,-1.4479211176578681,h,e
-0.744158942686448,-0.9193918368037689,-0.19637809235663603,e,h
-1.397045475495131,0.6641653540169893,0.1532613689205202,g,e
1.2981698783157853,0.6036421735616229,0.42164553054642806,h,e
-1.096019830439183,1.4181236818237568,-0.8873360735891862,h,e
1.3898480159717623,0.6293554574493914,0.410969177204038,h,e
0.23114379840804922,0.07241395941076266,-1.1357625731869179,e,g
-1.5370201729568853,-1.1129375692796928,2.154889747617439,f,h
-1.1216121601161924,-1.2897254515034497,0.8760138693885475,e,h
-0.7271242163675755,-0.9677371749520381,-0.21853178698057596,e,h
-0.1112827520044227,1.1585005006060645,-1.115273732588471,g,g
0.3018909994750326,-0.022923876836541845,-1.0079449603863653,f,g
-1.4592923843287233,1.3570047950068032,-0.9998401046092679,e,f
-0.48596639902197947,-0.2867664907589205,0.6349461423667704,f,e
-1.0948499576905217,-1.1414207211523695,0.47687324861087876,e,h
-0.2103444632409967,0.964248884794914,-1.2394647331425697,g,g
-0.5239067561662667,-0.9764643923367698,-0.22029880650357525,h,e
-0.1444279444841441,1.030145951742206,-1.2601384400640043,g,g
-0.590857721355242,-0.10196844958746153,0.7007524356944064,f,e
0.4598295115314125,1.6038749680211788,-0.018420721781961705,f,g
-1.3349822224579126,-1.3051838160547866,-1.4757995950709994,f,g
-0.184320586920724,1.1885300147085582,-1.0972335137960076,g,g
-1.2494644155813537,1.2963985236529834,-1.1223527324765188,f,f
0.8835079626682144,-0.5744206423458935,-1.3190615872103941,e,f
-1.3548139985681336,-1.2986104479532161,-1.5569421424037457,f,g
0.8357575695736605,-0.3899125350812155,-1.37604589667185,e,f
-0.06027841576427258,-0.1724080564704074,0.9585420252932013,h,h
-0.05356104552605233,0.1939319796114814,-0.07644134718297042,e,e
-0.19175519557954862,0.8496361095656948,-1.1453437258747234,g,g
-1.1059843388115254,-1.5033742534198196,0.6338911409511763,e,h
-1.4232123971298907,0.6648144834859121,0.1542815950038358,g,e
