% inputNoiseStandardDeviation: 0.1
% numNoisyOutputColumns: 0
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% maxOutputVectorsPerInput: 3
% resultRows: 2000
% Number of inputs before adding noise (numInputsVectors): 20
% numOutputVectors = 20
% numInputVectors: 20
@RELATION 'synthetic: -c -4 '

@ATTRIBUTE x1	NUMERIC
@ATTRIBUTE x2	NUMERIC
@ATTRIBUTE x3	NUMERIC
@ATTRIBUTE class1	{e, f, g, h, i, j, k, l}
@ATTRIBUTE class2	{e, f, g, h, i, j, k, l}
@ATTRIBUTE class3	{e, f, g, h, i, j, k, l}
@ATTRIBUTE class4	{e, f, g, h, i, j, k, l}

@DATA
1.0433585790587787,1.2741514621171022,-0.08771375676166798,e,f,l,k
-0.15549783875018858,2.07139173572096,0.22608642153461528,f,f,h,i
-0.16079081516842733,-1.371897616560791,1.651021340606753,i,h,i,k
-1.1150013831448662,0.790371781374915,-1.0879793696292577,e,e,e,h
0.23824657252032355,-0.6313174981847806,1.1757336210915785,f,f,g,i
-1.117210347530222,0.8688411318364314,-1.044504303386307,e,h,j,l
0.29229469385774964,1.483839036160687,1.3072491984500898,l,f,g,i
-0.6357383389502705,1.3747476601845048,0.5169254078270479,i,j,h,k
2.598757337085842,-0.08864375223374983,-0.273500571069478,e,e,e,h
0.100296759483213,0.33233064073033375,1.2864202059143819,j,h,f,h
-0.6174465593909739,-2.0830478973309323,0.4583849116891201,f,h,k,i
-0.5458794923349635,-1.7383208483663224,1.1807976628840915,e,e,e,h
-0.37756065434249225,2.1729925706981277,0.15465305669543788,f,f,f,i
0.1558190938420787,0.2342488990737197,1.253249832866408,h,j,k,j
-0.6416116274215605,-2.2092232192572676,0.6590859494917946,f,h,k,i
1.1448627014139414,1.1346123814737363,-0.06732216433185155,h,j,k,i
-0.2427765954100617,2.308004350848973,0.28444684948224885,i,j,h,k
-1.2129796118633298,0.7640011315474093,-1.1455729425631507,e,e,e,h
-1.2366594777932214,0.8263706892912738,-0.9829511463577374,e,j,k,h
1.2858618593332796,-1.0092278460199815,-0.48277704372481306,i,j,h,k
0.12024206029311368,0.36651258033128153,0.14032002840917598,j,l,h,h
2.6801033107427132,-0.23438450467004174,-0.5711741404072275,e,e,e,h
-0.3393593823268199,1.2270822462795417,-0.8519962611531733,i,i,g,k
0.9685280619492722,1.242312750008994,-0.23760038989873253,h,j,k,i
0.35801837363779576,0.16885179049884794,-1.4348336313899848,h,j,k,i
1.792119239242626,-0.002843646728903068,0.902260212176199,i,g,j,k
-0.5342620750758359,-1.8822519606513288,1.1655595221459343,h,j,k,i
