% continuousInputs: true
% inputNoiseStandardDeviation: 0.1
% addNoisyInputs: false
% inputNoiseProbability: 0.1
% outputNoiseProbability: 0.1
% generator type: class toolkit.SyntheticDataGenerator$LimitedOutputsGenerator
% numOutputVectorsPerInstance: 3
% resultRows: 10000
% Number of instances before adding noise (numInputsVectors): 20
% numOutputs = 3
% numOutputVectors = 20
@RELATION 'synthetic: -c -3 '
@ATTRIBUTE x1 NUMERIC
@ATTRIBUTE x2 NUMERIC
@ATTRIBUTE x3 NUMERIC
@ATTRIBUTE class1 {e, f, g, h}
@ATTRIBUTE class2 {e, f, g, h}
@ATTRIBUTE class3 {e, f, g, h}
@DATA
-0.644794543484926, -1.812068722138941, -1.2959298739425877, f, h, g
1.038606170341244, 0.6490045899915015, -0.019228398552944434, e, e, f
0.3231632873327487, -0.576300703310517, 0.5463583480558154, h, h, f
-0.5129687321070961, -0.7950934383496684, 0.5896731083134469, e, e, e
0.22740851709284438, 0.5865515881279443, -0.2979798602164796, h, g, f
0.12583272921950547, -1.209799531345161, 1.7533030969453598, g, g, e
-0.6176842369555674, 2.2878809918538012, -1.3731875454243216, h, g, f
-0.2772470258226651, 0.13879462096199024, 0.2897468311181711, g, e, g
-0.6320839595299511, 2.309204987201548, -1.1248882833684162, g, g, e
3.098204679254584, 0.0719080980644784, 1.5625184294656027, f, f, f
-0.4292322627491245, -3.064386379743, 0.03173353723986342, f, e, e
0.14283291250886626, -1.183157482281388, 1.7296143052063169, g, g, e
-0.3184202525196172, -1.0508998186627017, 0.5753162821149691, f, e, f
-0.5765188149611269, -1.8261077582535683, -1.2036483248001673, f, h, h
-0.43440298890584605, -3.1471151580572605, -0.14324744328424105, f, e, e
0.4337195250118411, 0.8483920271013711, -1.2932603691520401, g, e, e
-0.7564595847942612, -1.9656451797366068, -1.3343951941457823, f, h, g
-1.1496786331577344, 0.2479557076317241, -0.10240204822344058, f, f, f
-0.5641594682792115, -0.6490088042603704, 1.1375936020828816, h, e, f
-0.5199700935178503, -3.1147842895724365, 0.003979493035251802, f, e, e
0.4102099062752593, 0.9584758007176623, -1.1129430375245442, f, e, e
-0.1660590780856661, 0.3212297972515077, 0.23991472743635808, g, h, f
0.5271036894459887, -0.8604164402138543, -0.818175749865594, e, g, h
2.9015163280936602, 0.09008767956282068, 1.5870013357557862, f, f, g
3.1198924603190465, 0.36118295356554464, 1.4295887666809386, f, f, f
1.13523041729112, 0.40994346241619894, 0.08279270559252006, f, e, f
-0.37137457084947345, -3.0003725690225553, 0.23403090133305873, f, e, e
3.1136623501702, 0.2011114123694783, 1.5401654679506858, f, f, f
1.2080998791463358, 0.5118774837009661, 0.15779157158437598, e, e, g
